Binder Name,Binder Type,Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Added
Main,binder,Training Regimen,MSH,Marvel Super Heroes,192,foil,uncommon,1,113896,a27aee6d-1fc3-4307-bb16-b964d723fe2f,0.33,false,false,near_mint,en,USD,2026-06-29T02:40:00.496Z
Main,binder,Plains,SPM,Marvel's Spider-Man,189,normal,common,1,107855,1164f7ec-7b2f-4cc9-90bb-7eaaa331b4cd,0.26,false,false,near_mint,en,USD,2026-06-29T22:56:21.170Z
Main,binder,"Daredevil, Man Without Fear",MSH,Marvel Super Heroes,324,foil,rare,1,113342,c9e6348f-f77b-42e6-a123-709e8c03013a,5.07,false,false,near_mint,en,USD,2026-07-25T18:23:30.496Z
Main,binder,Heroic Intervention,MAR,Marvel Universe,80,normal,mythic,1,110049,4208a5fd-4ca9-4648-883e-5dfe02746e68,8.8,false,false,near_mint,en,USD,2026-07-25T18:23:30.497Z
Main,binder,Construct a Cosmic Cube,MSH,Marvel Super Heroes,90,normal,rare,1,113172,448de757-ac16-4529-b851-1a1331b821a5,0.36,false,false,near_mint,en,USD,2026-07-25T18:23:30.498Z
Main,binder,Avengers Quinjet,MSC,Marvel Super Heroes Commander,102,normal,rare,1,113963,c090d4b3-b108-4596-9d6d-738eb5e2249c,0.31,false,false,near_mint,en,USD,2026-07-25T18:23:30.499Z
Main,binder,Baron Helmut Zemo,MSH,Marvel Super Heroes,87,foil,rare,1,110066,c2aadc25-7755-4bc8-a8af-b01d27eec364,0.48,false,false,near_mint,en,USD,2026-07-25T18:23:30.500Z
Main,binder,Mountain,MSH,Marvel Super Heroes,283,foil,common,1,113236,9c29ba11-7438-4fd7-98b9-961be882122d,0.38,false,false,near_mint,en,USD,2026-07-25T18:23:30.501Z
Main,binder,Blazing Crescendo,MSH,Marvel Super Heroes,340,foil,common,1,113567,1ac8c104-572e-443d-b6d2-0cd26c0fef98,0.27,false,false,near_mint,en,USD,2026-07-25T18:23:30.502Z
Main,binder,Asgardian Inspiration,MSC,Marvel Super Heroes Commander,678,foil,uncommon,1,114005,d1fe7eef-2636-484f-b476-4dc9c9dbfddd,3.01,false,false,near_mint,en,USD,2026-07-25T18:23:30.503Z
Main,binder,Contract Hero,MSC,Marvel Super Heroes Commander,683,foil,common,1,113795,784af2b7-9f2d-450f-af93-b344fae39e8a,0.29,false,false,near_mint,en,USD,2026-07-25T18:23:30.504Z
Main,binder,Wakandan Shield Guard,MSC,Marvel Super Heroes Commander,613,foil,common,1,113674,47eba4f9-8276-4367-8ff5-53a066e8c729,0.28,false,false,near_mint,en,USD,2026-07-25T18:23:30.505Z
Main,binder,"Viv Vision, Teen Synthezoid",MSH,Marvel Super Heroes,256,foil,uncommon,1,113834,85cc170a-ecd2-4870-b675-7ece88813995,0.34,false,false,near_mint,en,USD,2026-07-25T18:23:30.506Z
Main,binder,"Ant-Man, Colony Commander",MSH,Marvel Super Heroes,201,foil,uncommon,1,113150,26faf2db-ad86-462f-b61f-c1893c9aebbf,0.31,false,false,near_mint,en,USD,2026-07-25T18:23:30.507Z
Main,binder,Unliving Legionnaire,MSH,Marvel Super Heroes,119,foil,common,1,113998,ce08f4bb-7da3-4199-8b90-fcdb29e84e98,0.26,false,false,near_mint,en,USD,2026-07-25T18:23:30.509Z
Main,binder,Vision of Love,MSH,Marvel Super Heroes,158,foil,common,1,113713,5604cee1-a2ea-48ed-88f4-6878bd053fc8,0.33,false,false,near_mint,en,USD,2026-07-25T18:23:30.510Z
Main,binder,Training Compound,MSH,Marvel Super Heroes,384,foil,rare,1,113328,18085a32-bfc4-421b-9e76-ad46bab1f337,3.39,false,false,near_mint,en,USD,2026-07-25T18:23:30.511Z
Main,binder,Light of Promise,MAR,Marvel Universe,46,normal,mythic,1,113324,f78673f6-8173-4d0e-ae50-539cad30aa5c,1.07,false,false,near_mint,en,USD,2026-07-25T18:23:30.512Z
Main,binder,The Serpent Society,MSH,Marvel Super Heroes,424,normal,rare,1,113398,112ac08d-a4b6-4f2b-8afb-41d2ca948d56,2.1,false,false,near_mint,en,USD,2026-07-25T18:23:30.513Z
Main,binder,Cosmic Crucible,MSC,Marvel Super Heroes Commander,397,normal,rare,1,114605,fc8add83-691a-47e3-8308-ee0eb497e6cf,2.82,false,false,near_mint,en,USD,2026-07-25T18:23:30.514Z
Main,binder,Plains,MSH,Marvel Super Heroes,277,foil,common,1,113252,be30f027-ffdd-4d81-bed2-4adb6b4b803f,0.26,false,false,near_mint,en,USD,2026-07-25T18:23:30.516Z
Main,binder,Red Hulk,MSH,Marvel Super Heroes,329,foil,uncommon,1,113814,7e623818-838b-4c02-a23a-498cf18d70d6,0.42,false,false,near_mint,en,USD,2026-07-25T18:23:30.517Z
Main,binder,Big Bertha,MSC,Marvel Super Heroes Commander,714,foil,uncommon,1,113952,bca1d8ba-69a5-4246-bfb8-150d72206c18,0.7,false,false,near_mint,en,USD,2026-07-25T18:23:30.518Z
Main,binder,Common Crook,SPM,Marvel's Spider-Man,53,foil,common,1,108535,6f5872df-e692-44aa-b18d-22447f5f274c,0.21,false,false,near_mint,en,USD,2026-07-25T18:23:30.519Z
Main,binder,Quantum Reduction,MSC,Marvel Super Heroes Commander,635,foil,common,1,114061,ebeca5ab-ab9b-4f63-8313-5e2322617693,0.32,false,false,near_mint,en,USD,2026-07-25T18:23:30.520Z
Main,binder,"She-Hulk, Jade Defender",MSH,Marvel Super Heroes,188,foil,uncommon,1,114006,d22a8d02-023c-4f71-a771-16b5aa2a05d7,0.34,false,false,near_mint,en,USD,2026-07-25T18:23:30.521Z
Main,binder,"Attuma, Atlantean Warlord",MSH,Marvel Super Heroes,47,foil,uncommon,1,110067,c3d5add1-0d0e-414b-a964-8da326472d35,0.39,false,false,near_mint,en,USD,2026-07-25T18:23:30.522Z
Main,binder,Giant-Sized Flying Ant,MSH,Marvel Super Heroes,56,foil,common,1,114024,da529bb3-725b-41aa-ac34-b4117ff5d95b,0.19,false,false,near_mint,en,USD,2026-07-25T18:23:30.523Z
Main,binder,Powerful Broker,MSH,Marvel Super Heroes,179,foil,common,1,113818,801f0417-b663-4e28-9a61-9570061654d7,0.17,false,false,near_mint,en,USD,2026-07-25T18:23:30.524Z
Main,binder,"Cloak and Dagger, Entwined",MSH,Marvel Super Heroes,419,foil,rare,1,113697,50aa361c-72fd-4ecb-b877-a27646c66ad0,0.67,false,false,near_mint,en,USD,2026-07-25T18:23:30.526Z
Main,binder,Extinction Event,MAR,Marvel Universe,65,normal,mythic,1,110076,f6bcf690-c532-4d2d-8458-78a5613a6090,2.95,false,false,near_mint,en,USD,2026-07-25T18:23:30.527Z
Main,binder,Epic Fight,MSH,Marvel Super Heroes,351,normal,rare,1,113667,444303ce-b9c1-49be-86ca-8a7e39f06e7c,0.77,false,false,near_mint,en,USD,2026-07-25T18:23:30.528Z
Main,binder,Martial Coup,MSC,Marvel Super Heroes Commander,314,normal,rare,1,114535,b6e7563a-a613-49f4-98a0-dd0f5c00f299,0.57,false,false,near_mint,en,USD,2026-07-25T18:23:30.529Z
Main,binder,Super-Adaptoid,MSH,Marvel Super Heroes,250,foil,rare,1,114100,fbbd8609-5a00-4188-96fe-77251579b88d,0.44,false,false,near_mint,en,USD,2026-07-25T18:23:30.530Z
Main,binder,Mountain,MSH,Marvel Super Heroes,284,foil,common,1,113145,22cc3a0c-ab10-490d-b309-df87df551328,0.36,false,false,near_mint,en,USD,2026-07-25T18:23:30.531Z
Main,binder,"Arnim Zola, Bio-Fanatic",MSH,Marvel Super Heroes,319,foil,uncommon,1,113859,8e3fdece-348a-45eb-871f-fffa91a1fbda,0.26,false,false,near_mint,en,USD,2026-07-25T18:23:30.532Z
Main,binder,"Bob, Reluctant HYDRA Agent",MSC,Marvel Super Heroes Commander,649,foil,uncommon,1,113659,423c5752-b634-44a9-82b3-2dd1045e4d90,0.67,false,false,near_mint,en,USD,2026-07-25T18:23:30.533Z
Main,binder,Fantastic Bounce,MSC,Marvel Super Heroes Commander,620,foil,common,1,113773,715ccf9c-5f3b-49b7-a8c3-704cd5fb7731,0.32,false,false,near_mint,en,USD,2026-07-25T18:23:30.534Z
Main,binder,Inspired Fire,MSC,Marvel Super Heroes Commander,690,foil,common,1,113994,cca79004-b73b-4d71-8692-5187f46cf7cf,0.24,false,false,near_mint,en,USD,2026-07-25T18:23:30.535Z
Main,binder,Madame Masque,MSH,Marvel Super Heroes,104,foil,uncommon,1,114088,f54197b8-6279-43ee-9340-69bd22cf3775,0.32,false,false,near_mint,en,USD,2026-07-25T18:23:30.536Z
Main,binder,"Wonder Man, Hollywood Hero",MSH,Marvel Super Heroes,160,foil,uncommon,1,113583,1ee52395-9523-4da1-9108-8ab79229fc7a,0.31,false,false,near_mint,en,USD,2026-07-25T18:23:30.537Z
Main,binder,Undercover Skrull,MSH,Marvel Super Heroes,194,foil,common,1,113863,90b9a3c0-3fd6-403e-9d6c-201342fea0ad,0.31,false,false,near_mint,en,USD,2026-07-25T18:23:30.538Z
Main,binder,Vibranium Energy Daggers,MSH,Marvel Super Heroes,254,foil,common,2,113694,4fe5952d-f50f-443a-b960-657fc4bc1965,0.23,false,false,near_mint,en,USD,2026-06-29T00:22:46.380Z
Main,binder,The Ruinous Wrecking Crew,MSH,Marvel Super Heroes,224,foil,rare,2,113334,4d8c8ceb-84cd-46d2-9230-ab6ca4569334,0.36,false,false,near_mint,en,USD,2026-06-29T00:28:23.773Z
Main,binder,Stark Industries Executive,MSH,Marvel Super Heroes,153,foil,common,2,113772,709ffd07-706c-471f-b74d-4637afa11686,0.23,false,false,near_mint,en,USD,2026-06-29T01:10:37.745Z
Main,binder,S.H.I.E.L.D. Spy Kit,MSH,Marvel Super Heroes,36,foil,common,2,113677,4938e23f-b5da-493b-9904-af61a3733ba0,0.21,false,false,near_mint,en,USD,2026-06-29T01:40:35.076Z
Main,binder,Bold Biochemist,MSH,Marvel Super Heroes,48,foil,common,2,113542,10644127-3da0-484e-9afc-de26d9c34390,0.17,false,false,near_mint,en,USD,2026-06-29T02:22:57.065Z
FF Cloud,deck,"Cloud, Ex-SOLDIER",FIC,Final Fantasy Commander,2,foil,mythic,1,103777,07b4e4f8-6a31-4533-be51-668ce3ddc84f,0.5,false,false,near_mint,en,USD,2026-04-26T19:59:12.245Z
FF Cloud,deck,"Tifa, Martial Artist",FIC,Final Fantasy Commander,6,foil,mythic,1,105585,31513afc-329c-4913-8fcd-945c39ec82b2,0.6,false,false,near_mint,en,USD,2026-04-26T21:46:09.757Z
FF Cloud,deck,Dancer's Chakrams,FIC,Final Fantasy Commander,17,normal,rare,1,105860,27ec595f-406b-4539-8d2e-eb98df1a0fc9,0.34,false,false,near_mint,en,USD,2026-04-26T21:46:09.758Z
FF Cloud,deck,Skullclamp,FIC,Final Fantasy Commander,355,normal,uncommon,1,105930,4e5d5649-3e30-4aca-80f8-5a7522d366da,4.98,false,false,near_mint,en,USD,2026-04-26T21:53:16.850Z
FF Cloud,deck,Sol Ring,FIC,Final Fantasy Commander,357,normal,uncommon,1,106178,d105068a-d4f1-4971-b5a0-72806a798497,1.44,false,false,near_mint,en,USD,2026-04-26T21:53:16.851Z
FF Cloud,deck,Trailblazer's Boots,FIC,Final Fantasy Commander,370,normal,uncommon,1,106254,fd1f14be-8c7c-471d-93e3-5856f48ff94a,1.04,false,false,near_mint,en,USD,2026-04-26T21:53:16.852Z
FF Cloud,deck,Ash Barrens,FIC,Final Fantasy Commander,374,normal,common,1,105997,77df073b-49dc-4743-82a3-d595bc938761,0.22,false,false,near_mint,en,USD,2026-04-26T21:53:16.853Z
FF Cloud,deck,Evolving Wilds,FIC,Final Fantasy Commander,389,normal,common,1,105887,351f791c-4bee-4fce-aee4-d0214ca0c945,0.15,false,false,near_mint,en,USD,2026-04-26T21:53:16.854Z
FF Cloud,deck,Jungle Shrine,FIC,Final Fantasy Commander,406,normal,uncommon,1,106172,cf5f5ffc-fad0-4f7b-b2a3-cc10ca445d40,0.32,false,false,near_mint,en,USD,2026-04-26T21:53:16.855Z
FF Cloud,deck,Path of Ancestry,FIC,Final Fantasy Commander,411,normal,common,1,105929,4dd83a5d-1908-4141-8449-fac5e77cd6c0,0.29,false,false,near_mint,en,USD,2026-04-26T21:53:16.856Z
FF Cloud,deck,Radiant Grove,FIC,Final Fantasy Commander,414,normal,common,1,106057,977bf5a1-81f2-4c5b-a227-347bf8e19554,0.25,false,false,near_mint,en,USD,2026-04-26T21:53:16.857Z
FF Cloud,deck,Sacred Peaks,FIC,Final Fantasy Commander,418,normal,common,1,106227,eb18e293-a58b-4a49-b601-88a30ffa9b99,0.27,false,false,near_mint,en,USD,2026-04-26T21:53:16.858Z
FF Cloud,deck,Wooded Ridgeline,FIC,Final Fantasy Commander,441,normal,common,1,105970,672b6ef0-a21a-4bf0-9058-58d9a353ed57,0.27,false,false,near_mint,en,USD,2026-04-26T21:53:16.859Z
FF Cloud,deck,Command Tower,FIC,Final Fantasy Commander,485,normal,common,1,106109,aae0b3ae-ed57-4d17-8876-736aa22186cf,0.32,false,false,near_mint,en,USD,2026-04-26T21:53:16.860Z
FF Cloud,deck,Mountain,FIN,Final Fantasy,303,normal,common,1,105679,a18ef64b-a9de-4548-b4d5-168758442db7,0.24,false,false,near_mint,en,USD,2026-04-26T21:53:16.861Z
FF Cloud,deck,Mountain,FIN,Final Fantasy,305,normal,common,1,105745,ea1735b9-fd10-4c9c-b9d3-046d8c22b852,0.26,false,false,near_mint,en,USD,2026-04-26T21:53:16.863Z
FF Cloud,deck,Forest,FIN,Final Fantasy,306,normal,common,1,105707,be72862d-d71e-4b18-98a6-59019399f631,0.26,false,false,near_mint,en,USD,2026-04-26T21:53:16.864Z
FF Cloud,deck,Forest,FIN,Final Fantasy,307,normal,common,1,105595,3d08f6a6-316d-45d8-aabe-1760a20903ac,0.22,false,false,near_mint,en,USD,2026-04-26T21:53:16.865Z
FF Cloud,deck,Plains,FIN,Final Fantasy,294,normal,common,1,105678,9dd2d666-7c6b-48ce-93dc-c004ebdd1fe9,0.17,false,false,near_mint,en,USD,2026-04-26T21:53:16.866Z
FF Cloud,deck,Forest,FIN,Final Fantasy,308,normal,common,1,105710,c52038c8-5bba-4d8e-845f-30af44300acc,0.23,false,false,near_mint,en,USD,2026-04-26T21:53:16.867Z
FF Cloud,deck,Plains,FIN,Final Fantasy,295,normal,common,1,105742,e623b058-76d2-476b-9ee6-82807f7992c3,0.18,false,false,near_mint,en,USD,2026-04-26T21:53:16.868Z
FF Cloud,deck,Plains,FIN,Final Fantasy,296,normal,common,1,105750,ee86ac2f-f398-4422-8721-8ac859fbf5bc,0.16,false,false,near_mint,en,USD,2026-04-26T21:53:16.869Z
FF Cloud,deck,Scavenger Grounds,FIC,Final Fantasy Commander,419,normal,rare,1,106098,a4e3f65d-8d73-4fd1-9de4-813ba6e40940,0.32,false,false,near_mint,en,USD,2026-04-26T22:04:33.050Z
FF Cloud,deck,Slayers' Stronghold,FIC,Final Fantasy Commander,424,normal,rare,1,105878,30d0754a-f7bb-4c13-b7e3-28046db48cc1,0.25,false,false,near_mint,en,USD,2026-04-26T22:04:33.051Z
FF Cloud,deck,Spire of Industry,FIC,Final Fantasy Commander,426,normal,rare,1,105957,60057719-f597-4f2e-a75c-663f98a08573,0.27,false,false,near_mint,en,USD,2026-04-26T22:04:33.052Z
FF Cloud,deck,Sungrass Prairie,FIC,Final Fantasy Commander,428,normal,rare,1,106016,81e28e36-893f-4b34-aef7-5f2c15dc231c,0.29,false,false,near_mint,en,USD,2026-04-26T22:04:33.053Z
FF Cloud,deck,Sunpetal Grove,FIC,Final Fantasy Commander,432,normal,rare,1,105945,5b0275b1-64bc-4c78-ac1a-9bd31399b946,0.47,false,false,near_mint,en,USD,2026-04-26T22:04:33.054Z
FF Cloud,deck,Sunscorched Divide,FIC,Final Fantasy Commander,433,normal,rare,1,106021,84b648e4-d9c2-426f-8b2a-ef88e9eb25ac,0.32,false,false,near_mint,en,USD,2026-04-26T22:04:33.055Z
FF Cloud,deck,Barret Wallace,FIN,Final Fantasy,129,normal,uncommon,1,105840,1a504dff-5857-4a61-ab99-616d5df7cf5a,0.13,false,false,near_mint,en,USD,2026-04-26T22:04:33.057Z
FF Cloud,deck,Dispatch,FIC,Final Fantasy Commander,241,normal,uncommon,1,105875,2ecc0fcb-9141-465c-90b1-7652d3c9a4ab,0.36,false,false,near_mint,en,USD,2026-04-26T22:04:33.058Z
FF Cloud,deck,Secret Rendezvous,FIC,Final Fantasy Commander,217,normal,uncommon,1,105586,3219a87c-1b92-4777-ac5d-c78f3ddf35d2,4.69,false,false,near_mint,en,USD,2026-04-26T22:04:33.059Z
FF Cloud,deck,Vandalblast,FIC,Final Fantasy Commander,298,normal,uncommon,1,106068,9b5a8df2-2bc0-408c-a9d2-e70c0f56642d,1.9,false,false,near_mint,en,USD,2026-04-26T22:04:33.061Z
FF Cloud,deck,Cultivate,FIC,Final Fantasy Commander,300,normal,common,1,105818,0c5f5297-fe94-44df-9004-427640196afd,0.44,false,false,near_mint,en,USD,2026-04-26T22:04:33.062Z
FF Cloud,deck,Harmonize,FIC,Final Fantasy Commander,308,normal,uncommon,1,106058,978410dd-aace-4a70-8028-6dd11c14156e,0.29,false,false,near_mint,en,USD,2026-04-26T22:04:33.063Z
FF Cloud,deck,Nature's Lore,FIC,Final Fantasy Commander,311,normal,common,1,105794,01c2b71a-492d-431c-90ba-173781ba8815,2.84,false,false,near_mint,en,USD,2026-04-26T22:04:33.064Z
FF Cloud,deck,Rampant Growth,FIC,Final Fantasy Commander,313,normal,common,1,106239,f3b48473-b53d-4c85-b970-7ee09a1eefd2,0.39,false,false,near_mint,en,USD,2026-04-26T22:04:33.065Z
FF Cloud,deck,Behemoth Sledge,FIC,Final Fantasy Commander,320,normal,uncommon,1,105855,22b8fad5-bb39-4a1b-9f9b-c0c9cf8228bb,0.3,false,false,near_mint,en,USD,2026-04-26T22:04:33.066Z
FF Cloud,deck,Arcane Signet,FIC,Final Fantasy Commander,333,normal,common,1,106240,f4f7cc5b-a52a-470b-8970-260b61c91ad5,0.53,false,false,near_mint,en,USD,2026-04-26T22:04:33.067Z
FF Cloud,deck,Colossus Hammer,FIC,Final Fantasy Commander,338,normal,uncommon,1,106241,f50acbb6-b295-4aaa-bd75-7a94b704b945,0.79,false,false,near_mint,en,USD,2026-04-26T22:04:33.068Z
FF Cloud,deck,Explorer's Scope,FIC,Final Fantasy Commander,344,normal,common,1,106139,bc50f65f-1866-4fa6-b318-1d981845723b,0.24,false,false,near_mint,en,USD,2026-04-26T22:04:33.069Z
FF Cloud,deck,Hero's Blade,FIC,Final Fantasy Commander,345,normal,uncommon,1,106078,9f67b38f-275c-459d-ab9c-4851106ec732,0.33,false,false,near_mint,en,USD,2026-04-26T22:04:33.070Z
FF Cloud,deck,Hero's Heirloom,FIC,Final Fantasy Commander,346,normal,uncommon,1,105809,08866f84-406d-4372-9893-ba22690a48ef,0.26,false,false,near_mint,en,USD,2026-04-26T22:04:33.071Z
FF Cloud,deck,Lightning Greaves,FIC,Final Fantasy Commander,349,normal,uncommon,1,105996,779abd27-985f-4bb9-9330-38d49bf52903,4.53,false,false,near_mint,en,USD,2026-04-26T22:04:33.072Z
FF Cloud,deck,Mask of Memory,FIC,Final Fantasy Commander,350,normal,uncommon,1,106106,a9118fbe-f19c-4a65-a6ac-1c8a6308628d,0.35,false,false,near_mint,en,USD,2026-04-26T22:04:33.073Z
FF Cloud,deck,Armory Automaton,FIC,Final Fantasy Commander,336,normal,rare,1,106063,99fbb6f1-0584-45c2-b4c5-0431447913d4,0.25,false,false,near_mint,en,USD,2026-04-26T22:25:36.598Z
FF Cloud,deck,Champion's Helm,FIC,Final Fantasy Commander,337,normal,rare,1,106090,a207957a-16e4-4830-a101-39bcd4a46e61,0.99,false,false,near_mint,en,USD,2026-04-26T22:25:36.599Z
FF Cloud,deck,Conqueror's Flail,FIC,Final Fantasy Commander,340,normal,rare,1,106037,8e47061a-5505-4fe3-8caa-b0279b26e9b2,0.81,false,false,near_mint,en,USD,2026-04-26T22:25:36.600Z
FF Cloud,deck,Darksteel Plate,FIC,Final Fantasy Commander,342,normal,rare,1,105917,49277723-84df-4842-a8e5-cdf1c1aa8161,4.48,false,false,near_mint,en,USD,2026-04-26T22:25:36.601Z
FF Cloud,deck,Inspiring Statuary,FIC,Final Fantasy Commander,347,normal,rare,1,105978,6c28687d-b96a-4d3c-a6cb-99fbae6a384b,0.29,false,false,near_mint,en,USD,2026-04-26T22:25:36.602Z
FF Cloud,deck,Sword of the Animist,FIC,Final Fantasy Commander,362,normal,rare,1,106103,a822129c-0699-40e2-8639-c1a609a5ba3b,5.11,false,false,near_mint,en,USD,2026-04-26T22:25:36.603Z
FF Cloud,deck,Battlefield Forge,FIC,Final Fantasy Commander,375,normal,rare,1,106092,a2de3346-9647-4540-ba41-e67c24ddf141,0.32,false,false,near_mint,en,USD,2026-04-26T22:25:36.604Z
FF Cloud,deck,Bonders' Enclave,FIC,Final Fantasy Commander,376,normal,rare,1,106112,abcd3daa-dd34-4d7d-b3ed-839f5e438cd7,0.37,false,false,near_mint,en,USD,2026-04-26T22:25:36.605Z
FF Cloud,deck,Brushland,FIC,Final Fantasy Commander,377,normal,rare,1,106150,c2bc3f62-1e3a-4ec3-a83b-f6547d7c7b0d,0.44,false,false,near_mint,en,USD,2026-04-26T22:25:36.606Z
FF Cloud,deck,Canopy Vista,FIC,Final Fantasy Commander,378,normal,rare,1,105952,5d33aeaa-df27-4c41-9926-79e9dc6a9c69,0.32,false,false,near_mint,en,USD,2026-04-26T22:25:36.607Z
FF Cloud,deck,Cinder Glade,FIC,Final Fantasy Commander,380,normal,rare,1,105942,597dd04f-cb3d-4224-8e56-21f66485df47,0.3,false,false,near_mint,en,USD,2026-04-26T22:25:36.608Z
FF Cloud,deck,Clifftop Retreat,FIC,Final Fantasy Commander,381,normal,rare,1,105866,2cddc851-fef6-4a45-818c-97d3dfc4140d,0.31,false,false,near_mint,en,USD,2026-04-26T22:25:36.609Z
FF Cloud,deck,Exotic Orchard,FIC,Final Fantasy Commander,390,normal,rare,1,105912,47c2b572-b54a-444c-8d74-b005e94d751f,0.36,false,false,near_mint,en,USD,2026-04-26T22:25:36.610Z
FF Cloud,deck,Fire-Lit Thicket,FIC,Final Fantasy Commander,392,normal,rare,1,106140,bcab849e-336d-490f-8dd2-0936fba2afbe,1.65,false,false,near_mint,en,USD,2026-04-26T22:25:36.611Z
FF Cloud,deck,Fortified Village,FIC,Final Fantasy Commander,396,normal,rare,1,105825,1028b210-db71-4bbd-8bd7-59dc4032f426,0.25,false,false,near_mint,en,USD,2026-04-26T22:25:36.612Z
FF Cloud,deck,Furycalm Snarl,FIC,Final Fantasy Commander,397,normal,rare,1,105972,67e44005-d0a5-49d2-b2f7-4b991ffbb5ce,0.27,false,false,near_mint,en,USD,2026-04-26T22:25:36.613Z
FF Cloud,deck,Game Trail,FIC,Final Fantasy Commander,398,normal,rare,1,105927,4d62258f-135b-44ca-a27d-3c2267f408a5,0.26,false,false,near_mint,en,USD,2026-04-26T22:25:36.614Z
FF Cloud,deck,Mossfire Valley,FIC,Final Fantasy Commander,407,normal,rare,1,106199,de5279fc-2532-4e66-bc44-ca395e106ab0,0.3,false,false,near_mint,en,USD,2026-04-26T22:25:36.615Z
FF Cloud,deck,Rootbound Crag,FIC,Final Fantasy Commander,416,normal,rare,1,105986,73a2e070-f375-4558-a982-01f6f4e902e9,0.37,false,false,near_mint,en,USD,2026-04-26T22:25:36.616Z
FF Cloud,deck,Rugged Prairie,FIC,Final Fantasy Commander,417,normal,rare,1,105894,3d575770-cb81-4353-b49e-cdaca7a5162f,0.32,false,false,near_mint,en,USD,2026-04-26T22:25:36.617Z
FF Cloud,deck,"Cid, Freeflier Pilot",FIC,Final Fantasy Commander,13,normal,rare,1,106121,afa9e3e6-a633-46ad-b52a-48574b2f3d07,0.39,false,false,near_mint,en,USD,2026-04-26T22:36:41.889Z
FF Cloud,deck,Cloud's Limit Break,FIC,Final Fantasy Commander,14,normal,rare,1,105848,1eb10082-4f0a-41f9-9a70-0d3c7ead249f,0.31,false,false,near_mint,en,USD,2026-04-26T22:36:41.890Z
FF Cloud,deck,"Elena, Turk Recruit",FIC,Final Fantasy Commander,18,normal,rare,1,106179,d16553a3-65c3-4dec-af92-123d1e5dce10,0.28,false,false,near_mint,en,USD,2026-04-26T22:36:41.891Z
FF Cloud,deck,"Heidegger, Shinra Executive",FIC,Final Fantasy Commander,21,normal,rare,1,106036,8e216baf-0e3c-4173-a852-5c5aeb3a9d79,0.22,false,false,near_mint,en,USD,2026-04-26T22:36:41.892Z
FF Cloud,deck,Helitrooper,FIC,Final Fantasy Commander,22,normal,rare,1,105849,2073f387-9cdd-4184-8704-e6031c934b6d,0.23,false,false,near_mint,en,USD,2026-04-26T22:36:41.893Z
FF Cloud,deck,SOLDIER Military Program,FIC,Final Fantasy Commander,25,normal,rare,1,106196,dddad2c2-bd19-42bd-aad6-bbf23ccef269,0.26,false,false,near_mint,en,USD,2026-04-26T22:36:41.894Z
FF Cloud,deck,Ultimate Magic: Holy,FIC,Final Fantasy Commander,32,normal,rare,1,106043,8fdb8414-2f08-42fb-ae0a-c7f0af1e144e,0.66,false,false,near_mint,en,USD,2026-04-26T22:36:41.895Z
FF Cloud,deck,Avalanche of Sector 7,FIC,Final Fantasy Commander,53,normal,rare,1,105852,20a87dbc-5deb-42ae-9097-806e9a27466f,0.18,false,false,near_mint,en,USD,2026-04-26T22:36:41.896Z
FF Cloud,deck,"Cait Sith, Fortune Teller",FIC,Final Fantasy Commander,54,normal,rare,1,105895,3e0f6c53-6bbf-4d4c-bbbf-4dab22297527,0.29,false,false,near_mint,en,USD,2026-04-26T22:36:41.897Z
FF Cloud,deck,Summon: Kujata,FIC,Final Fantasy Commander,61,normal,rare,1,106136,ba934866-efd0-4126-b1ff-9c7e82b73bd6,0.26,false,false,near_mint,en,USD,2026-04-26T22:36:41.898Z
FF Cloud,deck,Ultimate Magic: Meteor,FIC,Final Fantasy Commander,62,normal,rare,1,106129,b5b0f0fd-574a-4ae7-ab55-b815112d6b3a,0.22,false,false,near_mint,en,USD,2026-04-26T22:36:41.899Z
FF Cloud,deck,"Vincent, Vengeful Atoner",FIC,Final Fantasy Commander,64,normal,rare,1,106076,9e53d0b2-eeb0-4d54-86e5-723e05aaf6da,0.36,false,false,near_mint,en,USD,2026-04-26T22:36:41.900Z
FF Cloud,deck,"Yuffie, Materia Hunter",FIC,Final Fantasy Commander,65,normal,rare,1,105829,117bb5db-4a1c-4704-b0b5-c67b45ac2f52,0.28,false,false,near_mint,en,USD,2026-04-26T22:36:41.901Z
FF Cloud,deck,"Bugenhagen, Wise Elder",FIC,Final Fantasy Commander,66,normal,rare,1,106061,99155fae-507a-4eab-918a-bdee021e2262,0.64,false,false,near_mint,en,USD,2026-04-26T22:36:41.902Z
FF Cloud,deck,Lifestream's Blessing,FIC,Final Fantasy Commander,67,normal,rare,1,105916,48b4101b-3428-4b6b-818a-6097a093e9b5,0.9,false,false,near_mint,en,USD,2026-04-26T22:36:41.903Z
FF Cloud,deck,Professor Hojo,FIC,Final Fantasy Commander,69,normal,rare,1,105827,107ffe2e-47eb-43de-bc9e-c68013b62912,0.28,false,false,near_mint,en,USD,2026-04-26T22:36:41.904Z
FF Cloud,deck,Summoning Materia,FIC,Final Fantasy Commander,72,normal,rare,1,105837,176401fb-f87c-4085-9dac-e6c8a843e32e,0.25,false,false,near_mint,en,USD,2026-04-26T22:36:41.905Z
